"","ID","address","count","total_tra","bits_rec","bits_sent","balance"
"10808",10811,"19R85uA6VMZENUfi12BQiz26C7S4WFeZkh",1,0,0,0,0
"10809",10812,"19R8BnyyfpcgQKQ2cT7JPiqL7XxupxsSZt",3,0,0,0,0
"10810",10813,"19R8VRBPAMDFpQGed5hpvMVuvEPfVF3ctD",1,0,0,0,0
"10811",10814,"19R9dqvmxUYTmHJLi82UCLrHWqs879MfXR",1,0,0,0,0
"10812",10815,"19r9XkzxbzMDiCDTwkuJtzaTuDWGfxjrEV",1,8,2022340,2022340,0
"10813",10816,"19razyqXme4evPi2wS9Zf8kor3VaYG8dTN",132,12,24317082,24317082,0
"10814",10817,"19rBa6V36ZKQksSpRkE8PJAhfbXfowChPR",5,0,0,0,0
"10815",10818,"19RBREGgUGYjHtgZDJ32YjdpvzgNZCmGEB",1,0,0,0,0
"10816",10819,"19rchvmuFkVZLFQWaKo4sz5ieeuBxJyCBZ",37,2,14107698,14107698,0
"10817",10820,"19rczxGMAZB4CW1yoWpu7FQRA6zyMinsL4",1,0,0,0,0
"10818",10821,"19RDYEfXypdKGVfgtTfTb8eFzQuzYV3yQ8",1,0,0,0,0
"10819",10822,"19Rfjf7kMJc27vJVHuHergxh2oWUQxeYkG",5,0,0,0,0
"10820",10823,"19rH9RaX8NBi4wNetn1LZtUNk25fVsKLN4",6,0,0,0,0
"10821",10824,"19rHAcH3RfD1LzJgHZPMn1gu5AyELGKt1p",1,0,0,0,0
"10822",10825,"19RhcBRPQAAK4RqUQxMQMqGfkKyn4TQTDX",1,0,0,0,0
"10823",10826,"19riAXjYdbaAjGR8TKcfHJNcWEFQowp1st",3,2,4157250,4157250,0
"10824",10827,"19RLMRdwtRChh5BdpoF5c9WpzbR1c87Yan",3,0,0,0,0
"10825",10828,"19RLVjojjEFzGu3dnbNRi1gmjS548LPiwR",1,0,0,0,0
"10826",10829,"19rMMXQcAn6PxGZ5bYBGuMSQyyS8A23Abj",1,0,0,0,0
"10827",10830,"19rMSBW59pKjG7skMj6hzJF3LEEQGDhNib",1,0,0,0,0
"10828",10831,"19RMW8kWeGM7pYXx9JK5kmgqt8wGLx9Lx9",2,0,0,0,0
"10829",10832,"19RN79t4azo3o5A2EGwNg3H3MZaKt6o6Mq",1,0,0,0,0
"10830",10833,"19rNgmfp1bxPXbzBNuAdRff16zvKPn8B2Q",1,0,0,0,0
"10831",10834,"19RoQxe1Zd74oAF8Znx2KaX1ZXDebgv13N",1,0,0,0,0
"10832",10835,"19rPxmJ3HDc3Qd9qNUqBZy3BGGbgvsVQPP",4,0,0,0,0
"10833",10836,"19rq65nR7FqvEgeq3r8YmHGupsUvnD3pmD",4,9,53441526,53441526,0
"10834",10837,"19rQY7KEFJP4XvA4dgtU9ejAsqtpUeVHd9",1,0,0,0,0
"10835",10838,"19rs5fAkPZndz87gwXEmXz1FcSN7LjqLkc",1,0,0,0,0
"10836",10839,"19rSFkDUs7ve54UBSVVLzFGQPwWFYXxfj1",1,5,59891279,59891279,0
"10837",10840,"19rtEghbzbyBqmgJLBtUGd9VvVC1s2bKzR",100,2,2089216,2089216,0
"10838",10841,"19rvCcYfSwPUSvJJKNyTyRFi5vxt6zaqJC",128,10,126007669,126007669,0
"10839",10842,"19rvws3tmZffbb55JGQ6cT1Rfm4d8Q1pkm",3,0,0,0,0
"10840",10843,"19rvzeiSNgobu9tF1JeKhUvmYHsNtBSJk6",1,0,0,0,0
"10841",10844,"19rW8du96WQZkyePE1M6Tdd2F6SsuuMcet",1,0,0,0,0
"10842",10845,"19RWH9aMz19UhoSRC5ZMLCnnMZyuV4Cxuo",1,18,80429952,80429952,0
"10843",10846,"19RXCdVR5YKD1UgDtX1eXq28vh3Hjk5Lq8",1,0,0,0,0
"10844",10847,"19rxfDe3TLgqsNZgiB1JhpzGRjZFPQi7v5",2,0,0,0,0
"10845",10848,"19RYnYC1s1KD7WW122CAaE7Hk4P1yxTvKP",1,0,0,0,0
"10846",10849,"19rzK5WG2kJpM7vZ7gukiXbbYPPvkonbrQ",1,0,0,0,0
"10847",10850,"19RZmxxQM7YcdvGY387iquWUbNeBTUVdWG",1,0,0,0,0
"10848",10851,"19rzSujaEKMb6zAqhMrryu3aiZdFZAvFrj",1,0,0,0,0
"10849",10852,"19s2pTwSKg27F1vXRPsoe1kiMRxahN6PGb",1,0,0,0,0
"10850",10853,"19S3m5QuxKuDRntbxAKMWJiA2CWFZEjWnA",2,0,0,0,0
"10851",10854,"19s3R1hZ5bU211FjkAz9mYt1Yg7542iz6b",1,0,0,0,0
"10852",10855,"19s3sY9QWESZvNYHm7d167RigYw1grexvU",8,0,0,0,0
"10853",10856,"19S3vx58UcHWvoTuAx27G3eFMmNDFtaTuW",3,0,0,0,0
"10854",10857,"19s4Nd9oSpKEfT5FPXesMZk8kqgAr2uYYD",20,0,0,0,0
"10855",10858,"19S4Tghoh8vinLqrsBbLsKPuZFdoYTPYF2",1,0,0,0,0
"10856",10859,"19s4TTDMin9tQEdVFif3AuZg29pwJdmRYw",2,2658,2687333365,2680413811,6919554
"10857",10860,"19S4u21xTPZYgXxoMrENsoJ9ZpH1GzBBKV",2,0,0,0,0
"10858",10861,"19S5jnbf9jWzy2F7QY9UWsZu8N9p5yTKkZ",1,0,0,0,0
"10859",10862,"19s5Q2HHkATCxKck1i4mP5ikHuGV7XvGWQ",1,0,0,0,0
"10860",10863,"19s5reeYuoG54eu2UXkBzgTP8yLH5cRwvy",1,0,0,0,0
"10861",10864,"19S7LtTZiZv5RS9dCbusqtdgxh64wEUshn",1,0,0,0,0
"10862",10865,"19s7Qcu1txgUa7n1SGjs44DmS6wrwhHCpQ",1,2,9800000,9800000,0
"10863",10866,"19S8aT61FVkjyiay92UczzB2V6Puu6UfAG",1,0,0,0,0
"10864",10867,"19S9JokrcRo4bwQN2mr5n7UM4xs1jnMWNd",14,2,808017,808017,0
"10865",10868,"19S9yFhRAHX4gA8h9ezg4HY6hbHoiiCu9e",1,0,0,0,0
"10866",10869,"19SBC5TomyKcHmaZD2MTGBYmz1HoycFgLi",16,0,0,0,0
"10867",10870,"19sCzPB4Xq2PhQmM1mcDB3qbhEGFWSxoGa",2,0,0,0,0
"10868",10871,"19Sd7ydAbuBufisRTFQWR2XtFHDxssqCEt",1,0,0,0,0
"10869",10872,"19SdJgjsKxAQ6usmg15VauSrvmiBZWo6KP",6,2,112378,112378,0
"10870",10873,"19SDJp3rdgU99sadqEb437b1qAynsCg9r8",63,3,23321115,23321115,0
"10871",10874,"19sfQSPonprYbwBibA6yCTxRLJLiDrJynS",1,0,0,0,0
"10872",10875,"19SHB8M68eWZawYopRAov7iXoKVBk3FfF4",3,0,0,0,0
"10873",10876,"19SHVLE5AWS9BRA5nxw6XxhDMgsbfGfD1o",1,0,0,0,0
"10874",10877,"19ShVr2Kkrn8zZvcmdDwMszKWR73QnU2nG",9,0,0,0,0
"10875",10878,"19si7vfk3pYuY7Mx92yfifdrM6bPsFpaxW",4,0,0,0,0
"10876",10879,"19SiJSfP8EAYX1fSYg2e4RLEnYFcubQziQ",1,0,0,0,0
"10877",10880,"19siQRKzBc64NSX6YdiLKXhLrtqkPbBad1",7,0,0,0,0
"10878",10881,"19sjrNCr2kjCGm5JSLfGqu3ToFYCgvje9J",1,177,199864170,199864170,0
"10879",10882,"19SKpkigfMvMibWLmHYNkkFf3irfVUQ2u",2,4,23316973,23316973,0
"10880",10883,"19sL7UNvVwjKVFEuutSTACc7FndTy1BEVw",1,0,0,0,0
"10881",10884,"19SnKBphxL5v8sDZsLJzubEy749jQnZs49",1,11,2505008,2505008,0
"10882",10885,"19SP2TUF7TxG1JoPDRutMW2bT2y265XGy8",1,0,0,0,0
"10883",10886,"19sPHzEVWeuqKbaZ4ecr3YPW2vPmXNCWpp",2,0,0,0,0
"10884",10887,"19SPux9mbUY61bsrm64FZJm9kh1vNkcf2J",1,2,43260298,43260298,0
"10885",10888,"19SR3RKdgkHBc3ybYJ2ZmsYAP4eto5Yv8D",1,0,0,0,0
"10886",10889,"19SVWSrYD4QgrEjgRsSyBwbLJA7eCZHQSd",1,0,0,0,0
"10887",10890,"19Sw65Aj9N6APVPmXwykQiVFt2RCEAnSHF",1,0,0,0,0
"10888",10891,"19swbJiK8jbvxsKBRSgWy7ZFzsMivQYssr",1,0,0,0,0
"10889",10892,"19swEQANnifqtWnz3g16XkN2dNLwfxzHBG",5,0,0,0,0
"10890",10893,"19sWmg81euTz3AMFxcgbCEz1rYNRyuRKZb",3,0,0,0,0
"10891",10894,"19SXaAe6C1PoVVcvC6Xg49km3k27vSznJ9",1,0,0,0,0
"10892",10895,"19SxjxexVZZ7WLJ4uwk6H3fT2qSqcfkEvU",1,0,0,0,0
"10893",10896,"19sXP5XQMrcetntc54mL7uVFq1pgc9CU6G",1,2,554700,554700,0
"10894",10897,"19sxV6fJtS4m57p5snWV4GRpPw4Mpi2mf5",3,0,0,0,0
"10895",10898,"19SXYzntBZLQULkjZvP53xjEpkbmUQSZ4Z",2,2,22178728,22178728,0
"10896",10899,"19SZfyHUMuVeGBHVWmTCcvLhgiLvR21Nza",1,0,0,0,0
"10897",10900,"19sZNRR8UsAWkCJsoREq2GTyafVU6z1U98",1,0,0,0,0
"10898",10901,"19sZP4nPysmZ34EzJxR4YGVDws5Y4pLK72",1,0,0,0,0
"10899",10902,"19sZQhQLFHTJFHGrhrGriJKHCfA3ZVrvgn",6,0,0,0,0
"10900",10903,"19sZRTKcTPJseUToVn2tAQ2HXMQSNYz9BW",1,0,0,0,0
"10901",10904,"19sZXuVpzmRY1UZzUKoi3twSq8LmGMyB27",1,0,0,0,0
"10902",10905,"19t12885zPs6LrJNPNbUTRQDaZpyvhM3uo",2,0,0,0,0
"10903",10906,"19T1p74fgpaSTGQMxxrmucvdjyuwkKGwGC",2,0,0,0,0
"10904",10907,"19t2HSjoLSbQsDhoVJXozMK7G6cSvW8sxB",1,0,0,0,0
"10905",10908,"19t3Tx1r96m1ToWVXfr8zW8onrX51n956n",1,20,233661683,110960000,122701683
"10906",10909,"19T48E9JBgXPwpFMcAqkFYQZx9FJpUjNuM",3,3,77933,77933,0
"10907",10910,"19t6XTKW69i9ztVmajN5dJ8gZd36urbmaP",2,0,0,0,0
"10908",10911,"19T7Z1WGYZ5JYweEn9z4GB6xJtaEvbqyG8",1,0,0,0,0
"10909",10912,"19T8EBnmTBrhNgH5m3b8PuqYYma7soTGeK",1,0,0,0,0
"10910",10913,"19tAQWZ6QhfXBzuzjLuHdaqBCuNum6TsdB",5,10,83964215,83964215,0
"10911",10914,"19taRwjeujAHmD7y1fEbuBYGvzEPNYsNXU",1,2,35946000,35946000,0
"10912",10915,"19tATwQ7kMnEhkyCmuHDewHNPhusVhAGAm",1,0,0,0,0
"10913",10916,"19tB43rybcAPi2hdJhDqjiP1jaMBCpbXCK",1,0,0,0,0
"10914",10917,"19Tb8WaodyubPvoixibnaxfUt9idKDY7Lw",3,2,330000,330000,0
"10915",10918,"19TBA7kCK3g3tAAymT1yLQCtePu8RA3Nyb",1,0,0,0,0
"10916",10919,"19tBJTK4YowE87rxCLS626NdoR3B28mEKx",2,0,0,0,0
"10917",10920,"19tCenymFn7ECyYWUA7aYGtQstuK5N4Pqe",2,0,0,0,0
"10918",10921,"19TDs4hKu5Z4X8VJrR6t7dZP5nnEtYVpkm",2,0,0,0,0
"10919",10922,"19TFGwkHEp4LJvKCe4agvux3bAMMWYWAw",2,0,0,0,0
"10920",10923,"19TFuTrtxjoshzW6SySr9qsFKY57Wi2XfZ",1,0,0,0,0
"10921",10924,"19TG7FqEc3b3cwKJKUcenbUyvYEi6TPKBt",2,0,0,0,0
"10922",10925,"19tgsiYaurXt1EF29JmRje9jttRRAFV3nZ",1,0,0,0,0
"10923",10926,"19tHVsJVzDduo5Mk8C2JWuCZ1TQqjCCCzK",1,0,0,0,0
"10924",10927,"19tjXJ6S6Mo3E8u7pdnJE4PMkonRG8HNs4",1,0,0,0,0
"10925",10928,"19tKJkxW372S2cTPHvZ8bAiVDayUFVagit",1,3,12971798,12971798,0
"10926",10929,"19tkSBFfPhRhsHVPA22KJsyFTxmPBK1trZ",44,2,8550000,8550000,0
"10927",10930,"19TmfF4BKbTjuPADVLpLt7WiEZvbqxmiGX",1,0,0,0,0
"10928",10931,"19tMtbMHz5vTtpxUc5j1HRgwobRfFVSNs",1,0,0,0,0
"10929",10932,"19TmZTUgwmKZHEhMy1XhYHHWAX4gQ5my7K",1,0,0,0,0
"10930",10933,"19TNQyPz3q7M3tRE7Tpr7K6y5KX5ELTVJj",1,0,0,0,0
"10931",10934,"19tPBD2fUy7YTeXyiCzYd2CXS3VBAxr4WZ",1,0,0,0,0
"10932",10935,"19Tq47xzn4vcBnZFvhpTGp1L8jv1duMcsN",1,0,0,0,0
"10933",10936,"19TQUZLC1uZc5mWZNm2yFjzhWksHj8s74w",1,2,16308000,16308000,0
"10934",10937,"19TrEpfriYB2LqieuXe1gEdRNxYLf2reKk",1,2,2130000,2130000,0
"10935",10938,"19TsVLfDTz1jBbR85aw7sfo2do5HwXM1qP",1,0,0,0,0
"10936",10939,"19TtDFyQrmY5EXzJhQasg25gVs2hZ8Ym9N",4,0,0,0,0
"10937",10940,"19tTse9siXD4TtGBnzLUkMpErphEzh61R4",3,0,0,0,0
"10938",10941,"19TtVD9cYM1GeGHJXTTcptQmCnkpkt79Me",1,0,0,0,0
"10939",10942,"19TUoiy4jFN8nAoj5odE9FbYFg5hEcJzCB",1,0,0,0,0
"10940",10943,"19tV4ZaXiLDJXE9dLKpRxQh8ujwbiWeyD2",2,0,0,0,0
"10941",10944,"19TW3KphnTHrr2grY5ggt6AySUKHWPhCnK",1,0,0,0,0
"10942",10945,"19twAiQ5obk8Er3TLuXnPYmDPChA99SaFU",3,0,0,0,0
"10943",10946,"19twrD35F35iGPUPxwWZBqMe8LAdV3QPiz",6,0,0,0,0
"10944",10947,"19tWYciruXwec5aiPbc5xpyFQgab9uH1GL",1,0,0,0,0
"10945",10948,"19tXfyYeybJ6maDvgTt6QRE8imsD4UWYJf",1,0,0,0,0
"10946",10949,"19txJWqGBRaHs5TDgfhSk4D1dLHfR7sxUn",1,0,0,0,0
"10947",10950,"19TxTsW2AT7WZhwEJ4NcSNimo6CmumLLgP",1,0,0,0,0
"10948",10951,"19TXvWnR8FBk4ofmxcpVNY9UiWy4FPdGiE",1,0,0,0,0
"10949",10952,"19TyAuJjuf4fpyGu3CkqKpntu6FKebZuEw",2,0,0,0,0
"10950",10953,"19TzKbDq3vPobqMoxuUU6vajjkcvR2uDim",1,0,0,0,0
"10951",10954,"19TzXHDhW6QJrnUKhkQbxfCW7jZGZp8yZY",1,9,117640679,117640679,0
"10952",10955,"19U1PGAw93gc34UHd7wwb2pemxxCZhNdFN",1,0,0,0,0
"10953",10956,"19U28e2yFnDryUBq8HzciHu9gm6QLsUDFa",3,0,0,0,0
"10954",10957,"19U2gQw81qYczxeyo3edvRL7rfPQXeFoM9",1,0,0,0,0
"10955",10958,"19u35DBnRmjG89JFAayaNe3Csr4JU8Hq9H",1,2,45911753,45911753,0
"10956",10959,"19U4ytYyfv8as1pD7L1Uixa9pwuhKyZRjA",3,0,0,0,0
"10957",10960,"19U5W9fTLGd4wv4s2SwoLdKMq8UgTVR6Nr",1,27,100510007,100510007,0
"10958",10961,"19U5Xr8P57fz4MmgbtJLfwW6eFkh9bzgqw",1,2,4551000,4551000,0
"10959",10962,"19u73TYwnKYZJvgcGgA6H9oDchW9u5sqNW",1,0,0,0,0
"10960",10963,"19u7XWfEfnpADoBgfcihtnwU2aBn5zVxub",1,0,0,0,0
"10961",10964,"19u8TkWWZ9E2rQbkV1rasttNmAfJ3H8tfz",1,0,0,0,0
"10962",10965,"19U9neWCxJ5eYyEoR4w4TMZPjQviieAAch",1,0,0,0,0
"10963",10966,"19Ua8mCocw46dvQiBHHL9aMXKHWXe2vgzU",2,0,0,0,0
"10964",10967,"19UaAnjvmayfUVZtucxS6aqTHNGYdsLgbq",1,12,40463700,40463700,0
"10965",10968,"19UAo8zunmm27MhPosRAtpiACHLL19JB5m",5,0,0,0,0
"10966",10969,"19UaqgHnNTwX5GLTKxb8mYK3oC1BQR4xGU",1,0,0,0,0
"10967",10970,"19ube4f8xH4jPcoXMAdThw33cUjgw1YV9g",1,0,0,0,0
"10968",10971,"19uc8FeZ4TRTEYVmrFx9qhdA7ovNpsFHKj",1,0,0,0,0
"10969",10972,"19uCfKFoNCaCdTe478tEKZWH9aVD2mNmgN",1,0,0,0,0
"10970",10973,"19UdLwZKxboQCvB2AAddVF7hkXwwPRNfbP",3,6,27080035,27079188,847
"10971",10974,"19UdvoBWxe3c4gexjYJvGMGVURRdQBFKLo",4,0,0,0,0
"10972",10975,"19udX9Q4JGkxDFeBmesBHmyC16jTtZuSEC",4,0,0,0,0
"10973",10976,"19UE2keioVCsCNo9r1Wop3YEeRFNWYJ2Tp",1,0,0,0,0
"10974",10977,"19UeEsjbFpJjs64ubGKri6JcuQt4M1Mcb2",9,0,0,0,0
"10975",10978,"19UeoJwTDiLLKQZRt1647L2W6332YZP1Qz",1,0,0,0,0
"10976",10979,"19UexSDnF6e2gQguFVFKY4EL9qEvZPW5cY",1,0,0,0,0
"10977",10980,"19ufUHq4QWRQCuEoNF2J5Ats213HYHedSL",1,0,0,0,0
"10978",10981,"19ug6KZ1xWgd2EKgQy2x6DTQfQFdniS7od",1,0,0,0,0
"10979",10982,"19uGbcPaQk2eZLmSE2dKcfmxvgLHhn2Vpb",1,0,0,0,0
"10980",10983,"19ugLSn56dq383fh1CErM1K1yemSttoyFT",2,0,0,0,0
"10981",10984,"19UgprBogGBEyJWregTdvhEGmkyWu2iDBE",1,0,0,0,0
"10982",10985,"19UGYfzH16Tfc2HwgwbrGpoaoqmVVNfXT1",14,6,3.4e+07,3.4e+07,0
"10983",10986,"19uiqhBWK1sA4c658Ca4zfKLgSuvmQe4tT",5,0,0,0,0
"10984",10987,"19ujDjPRBwbVL2V6t8jsjGHXedM5rM4E99",1,0,0,0,0
"10985",10988,"19ujkDTuc7CWqLx9ganHctpcDJYqcmAKVv",1,0,0,0,0
"10986",10989,"19UkhynYozorBQRNNmTvafZFDDNSmZdgDT",1,0,0,0,0
"10987",10990,"19UKj4Mb714VxGortAdyexNM3pec2uFZmi",1,0,0,0,0
"10988",10991,"19UKSdPKyXpcfgKPmBf8nm6HeAUoBq9kFN",1,2,107875705,107875705,0
"10989",10992,"19ULxrrRQuJksadzAhbqfZq4CxZt9ZhMhr",1,2,5580850,5580850,0
"10990",10993,"19umHMprjD5r5ofKCebJqa54p4PZPHMJkf",3,0,0,0,0
"10991",10994,"19Un3UohwDGjQd8urnFNxoudjJm3m6MNFP",1,0,0,0,0
"10992",10995,"19URM5ip5bsFsu4e7DX4L5AWve99nq9KSw",1,0,0,0,0
"10993",10996,"19USnpS2HRnRMs63vNBN2cHQ7bmsvHdzQ1",3,0,0,0,0
"10994",10997,"19uTb8Ayu6ZSJrevVhrdCYYhAoBcer2xSV",1,0,0,0,0
"10995",10998,"19utGeSLKhvj9zVrRjy2axBqZ222eg3Hni",28,0,0,0,0
"10996",10999,"19UU7qyWMEs4Rw6TnKShTsKskPkGhAmAmh",2,0,0,0,0
"10997",11000,"19UUnm4LJWUxPELzc9GHaWnbnBmndQKEuR",3,0,0,0,0
"10998",11001,"19UuR8VnwVKxXBvbx1Zdcqf1r1WxxMWUzo",1,0,0,0,0
"10999",11002,"19UuxGdPtL2vJWdzBPQTNaUZyzzS5oU6gY",62,5,29832934,29832934,0
"11000",11003,"19uVcUH6kMpFvG7VygkWPWSMQYiLndggX3",20,12,89832016,89832016,0
"11001",11004,"19uVmspLb9EqQ6kBKUcNgRig5mMpQDiPYA",3,0,0,0,0
"11002",11005,"19UW5P6PGDA3SWehh8UMGQQC3ezBzN1mDE",54,6,31537298,31537298,0
"11003",11006,"19uwmUvxcPmY9HpRpiEViTmxk3hz8pFPUK",1,0,0,0,0
"11004",11007,"19UxEmhJpdm8yVjZyHD9Rsj5oGJwXsBYjo",2,0,0,0,0
"11005",11008,"19uxeN99voV8Mrf7EgBtcDVPrmnSpPFxbg",2,0,0,0,0
"11006",11009,"19UXTETEA5R2kaB9e3usAQjXrnqmG48n7Z",1,4,522500,522500,0
"11007",11010,"19uyRtqF9nmvEPaC7dAsBq8u4HQuefrg2o",1,2,255174,255174,0
"11008",11011,"19uYTyG25Kn4ZfUbaCWWp5ydXALwTXPxih",1,6,21586223,21586223,0
"11009",11012,"19Uz4bZFB6UQXoQgV5aYbEfEvqA6xjBFxj",1,0,0,0,0
"11010",11013,"19uZXq3ArzMhwB6q7LWqGLaSL2vQrzgqGp",1,0,0,0,0
"11011",11014,"19V1LYEdgjPzQrQRdg6fNaZxv2YQN6qKPi",1,0,0,0,0
"11012",11015,"19V1yVSfsth1Wka9DiwPfmNrKqXByNk1en",2,0,0,0,0
"11013",11016,"19V2QSsn5vmrto7E7pAeBCAHHAduHaiVA5",1,0,0,0,0
"11014",11017,"19v4JdBTV6jFMekFCaHxX8jhRb3FUCJc1s",2,0,0,0,0
"11015",11018,"19V6v166NwTz1R9RhZ7tW65tNJUBhhE3vS",1,0,0,0,0
"11016",11019,"19V75RNbNjumsFvfCxMG57WmexxztJHg79",6,0,0,0,0
"11017",11020,"19V7ESxa5QMfm9d4HtHk25apGkKFEbV8F2",2,0,0,0,0
"11018",11021,"19vBSx7ki3epwGYAHbiqHo6CjnJQiMK2o6",1,0,0,0,0
"11019",11022,"19vBuBKdMaUiyM586V4AnURbwSPxDRq7Cb",2,0,0,0,0
"11020",11023,"19vC7TRKUgDT1YoiQnrr9YuMJ5fHpjeTjW",1,0,0,0,0
"11021",11024,"19vdCDi7mDiUj8WSJEfzkDB9pzqoh1dc2r",1,0,0,0,0
"11022",11025,"19VdLj9f5bLgVuLuQXTNJJUK53nYM9X1xu",1,0,0,0,0
"11023",11026,"19vEiQe4iZX99SCXGrVfoia8ry796AC8tv",1,0,0,0,0
"11024",11027,"19vFnPXfYgTjtHjMLpRkN8VFC7wzD7YZNw",2,0,0,0,0
"11025",11028,"19vfnzJA4q871G4RjuCcUbuGnt7TGFFJ4m",1,0,0,0,0
"11026",11029,"19VfrhGW8QQZv5abAqtjAz4ECU2iWvyG32",1,3,483992,483992,0
"11027",11030,"19VgkfPmeT7RHGk7orvDZUo7A6cV8VGkqG",3,0,0,0,0
"11028",11031,"19vGYNQyE2fqAqZHmhGRyWiQt1oMpUY1x4",15,4,22189,22189,0
"11029",11032,"19VH2sLqvddF2NcqBdJ4Pkoy2XHdm4Hmuu",3,0,0,0,0
"11030",11033,"19VhcggJKa2BRVghjsjzYQwQGkQ68LFcju",1,0,0,0,0
"11031",11034,"19vhK6sDTJj7PnnYtroAbDpcgZZRBvtE4p",4,0,0,0,0
"11032",11035,"19VhWj1WBYKB5yXVBiZJTLHZ6GxnuefEN2",1,0,0,0,0
"11033",11036,"19viobxmCz29GJ1MJAJpoTJAqvHmFMpeEM",7,0,0,0,0
"11034",11037,"19VJjCjq4pxP7mh71gN1HJaxf83qWvBJTk",2,4,59724767,59724767,0
"11035",11038,"19Vk4gmYQWEJa7Tbd4UwBQKT9oSbZtsTmv",2,0,0,0,0
"11036",11039,"19vk894wc8GB5KnR8UqgD9WmNUzK2oBS9v",2,0,0,0,0
"11037",11040,"19vkAUnCGDHBXoH9wVuXGQ6vGhPVQZ55hM",1,0,0,0,0
"11038",11041,"19VkB4zPA5NPQja8wfu5HU1bEE9yMuU2F2",1,0,0,0,0
"11039",11042,"19VMajwzeHAqJLKUYsteYT2xZP6vwKTSA2",1,0,0,0,0
"11040",11043,"19Vmk1p7RyeAgtBBSFKk6PNu59BA9FSrYj",1,4,2590154,2590154,0
"11041",11044,"19VmWiUD2M44WuTw37euJC7akGmXm6erFh",5,3,78938,78938,0
"11042",11045,"19VNUNuBpGGaK5TiJcETxEYWWHGstkSUYa",2,0,0,0,0
"11043",11046,"19VNxC636yNvMJvtW6WCVfigh25qKQCLXV",1,3,369830,369830,0
"11044",11047,"19Vok4UYuig3XC9ixoASteqXUvB378qAUR",12,2,22649850,22649850,0
"11045",11048,"19Vp12UV5AqUnrpnuCTYJKs7Wz4fFSnSJE",14,0,0,0,0
"11046",11049,"19Vpgb4CPUxTwupLyjsWcjxTaKTth6dMHa",1,0,0,0,0
"11047",11050,"19VrvzCEReXg28RHRsS3iRPS2Ty6d7wPmy",1,0,0,0,0
"11048",11051,"19VsKcMJeXr2sDErugPqCwFTVuLdSXamrj",2,0,0,0,0
"11049",11052,"19VsUSRM24JPvD3TufAZbD6NdrMVxQ7amD",1,18,16508740,0,16508740
"11050",11053,"19vsVEL5gLtYusW37p6qxLZDXghfWc54XC",1,0,0,0,0
"11051",11054,"19VTTivXE3B5qWoKpD55ULUToJJNFdtaRr",1,0,0,0,0
"11052",11055,"19VUmP2oXXHrLYFLTY9jmTB6WJbBrpCieG",1,0,0,0,0
"11053",11056,"19vV2MdyoN7NrnL59QZDuFuPKRgBWZujm",1,0,0,0,0
"11054",11057,"19vWDc63toBazQYsBCkbk3xox6LQw8zqQH",1,0,0,0,0
"11055",11058,"19VwwQyzffYZU4Er591xVr2ajS2WFxdwcz",7,0,0,0,0
"11056",11059,"19VxCwYwFYLiCkajEpJ3GQp2rxjFzJp5f",1,0,0,0,0
"11057",11060,"19VXdDK4oe3fsPydfjxMCqjspq5XrT5WLf",1,0,0,0,0
"11058",11061,"19VxF7mZGnNjQFabuRBTsjvpvqM4MdPUiK",3,0,0,0,0
"11059",11062,"19VYiBeJfqnGbZb6TxrduCLpgd3aXrokHy",2,0,0,0,0
"11060",11063,"19vZeM86YQPB3o9Bb3xu3Fm9KPqikAUkzG",1,0,0,0,0
"11061",11064,"19vZrFrPAKdE6LL3YAsvEAPPLa8DP1bi9J",1,0,0,0,0
"11062",11065,"19VzUgWuMR1jAfpjFDzvtbHs7VHAjFw7C6",1,0,0,0,0
"11063",11066,"19w1cZWJbQ7wWKb83vtQCyJaACXo5YvikM",1,0,0,0,0
"11064",11067,"19w2pVuZDjggh7GHJ1nSWDyjuXHn6Q6hUB",1,0,0,0,0
"11065",11068,"19W87C8uDpivm7AjbW2xf47fPLER7gPGoR",1,0,0,0,0
"11066",11069,"19WBh8egoAr6wEseqNPfBGxP4PGfXHYcKF",2,0,0,0,0
"11067",11070,"19wceQ4Py7nzExss3LKqQjP93SR3eG7b9L",1,0,0,0,0
"11068",11071,"19WcHix7uQG4tCLuRphUbcUYJtypVsU6PR",2,0,0,0,0
"11069",11072,"19WCQMvPBbGnjAzRAZg23HF4xToNdBShUF",3,0,0,0,0
"11070",11073,"19wCuF9yMgAgaFbY6V7pzbSqCdkAU9oB28",1,0,0,0,0
"11071",11074,"19WDc6abULY8rzKRKC6Q4VrH1YSHB3zJb2",2,0,0,0,0
"11072",11075,"19wEejYWCmLanPue4eZPsdUW7WaF64YeuV",32,0,0,0,0
"11073",11076,"19wEfTMfHDWEgc9adcMFFXPcYw1b34TM59",1,0,0,0,0
"11074",11077,"19WeqDD9Lrn94C4gu9xdTFQ1kQra7mzV7d",1,0,0,0,0
"11075",11078,"19WF8iEXfKkGusAgTBdFLYxacLCtHaTL4V",30,10,60165113,60165113,0
"11076",11079,"19wfLzFro7GkvodbdtbKUsJv2bqskn8jK3",1,0,0,0,0
"11077",11080,"19WfUExFCk4sB7KuiZNBhkdF8LVeQmyyDP",20,0,0,0,0
"11078",11081,"19wJkoJiK55eMKUxYLhnEDSKP4udkUY1N",3,2,1402244,1402244,0
"11079",11082,"19wJYSDHd5kLgEnvfb4gdM7rASTiJyNhB9",1,0,0,0,0
